state_name,city,medianHouseholdIncome
Ohio,Port Clinton city,45244
Pennsylvania,Burnham borough,45241
Pennsylvania,Hanover borough,45241
Oklahoma,Wilson city,45238
Pennsylvania,Monongahela city,45234
Arizona,McNeal CDP,45227
Minnesota,St. Cloud city,45223
Missouri,Columbia city,45221
Texas,Dallas city,45215
Georgia,Perry city,45213
Arizona,Crozier CDP,45208
Arkansas,Fisher city,45208
Illinois,Coleta village,45208
Illinois,Wilmington village,45208
Indiana,Cadiz town,45208
Iowa,Laurel city,45208
Iowa,Leland city,45208
Iowa,Tripoli city,45208
Louisiana,Hosston village,45208
Missouri,Viburnum city,45208
South Carolina,Mount Carmel CDP,45208
Massachusetts,Pittsfield city,45206
Texas,Brenham city,45204
Oklahoma,Walters city,45203
Ohio,Continental village,45200
Illinois,Champaign city,45198
Iowa,Mason City city,45193
Kentucky,Elizabethtown city,45193
Idaho,Cottonwood city,45192
Alabama,Littleville town,45188
Washington,Leavenworth city,45184
Illinois,Chapin village,45179
Illinois,Vermilion village,45179
Michigan,North Adams village,45179
Minnesota,Annandale city,45179
Minnesota,Kensington city,45179
New York,Verona CDP,45179
North Dakota,Park River city,45179
Oklahoma,Fairfield CDP,45179
Texas,Angus city,45179
Texas,Spade CDP,45179
Texas,Utopia CDP,45179
Virginia,Bloxom town,45179
New York,Crystal Beach CDP,45175
Louisiana,Gramercy town,45174
Iowa,Carroll city,45170
Kentucky,Nicholasville city,45169
Colorado,Burlington city,45168
Florida,Gulf Gate Estates CDP,45164
Washington,Lebam CDP,45163
Indiana,Centerville town,45160
Illinois,West Union CDP,45156
Kansas,Haviland city,45156
Mississippi,Mooreville CDP,45156
Missouri,Meta city,45156
North Carolina,Clyde town,45156
Pennsylvania,Salladasburg borough,45156
Virginia,Narrows town,45156
Utah,Manti city,45152
Idaho,Franklin city,45150
Minnesota,Lutsen CDP,45150
North Carolina,South Mills CDP,45143
Alabama,Lakeview town,45139
Kansas,Enterprise city,45139
Nebraska,Bancroft village,45139
Pennsylvania,Auburn borough,45139
Pennsylvania,Coal Center borough,45139
Florida,Harbour Heights CDP,45137
New York,Tivoli village,45134
Oklahoma,Skiatook town,45133
Delaware,Selbyville town,45132
Pennsylvania,Steelton borough,45132
Texas,Westwood Shores CDP,45132
Iowa,Eagle Grove city,45125
Nebraska,Merna village,45125
Michigan,South Haven city,45123
California,Walker CDP,45119
Wisconsin,Linden village,45114
Wyoming,Meeteetse town,45114
Missouri,Villa Ridge CDP,45111
North Carolina,Broad Creek CDP,45111
Pennsylvania,Carnegie borough,45109
Florida,Tarpon Springs city,45106
North Carolina,Saxapahaw CDP,45104
Ohio,Brooklyn city,45102
Ohio,Miamitown CDP,45099
Virginia,Waynesboro city,45097
Oklahoma,El Reno city,45095
Ohio,Deshler village,45093
California,Hawthorne city,45089
Iowa,Afton city,45083
Kansas,Udall city,45083
West Virginia,Arbovale CDP,45083
West Virginia,Lumberport town,45083
Minnesota,Red Lake Falls city,45078
Idaho,Rathdrum city,45076
Texas,West Livingston CDP,45060
New York,Westfield village,45057
Texas,Farwell city,45057
Michigan,Monroe city,45055
Pennsylvania,Pottstown borough,45051
Florida,Holden Heights CDP,45048
Idaho,Payette city,45047
Iowa,Winterset city,45046
Oregon,Gold Beach city,45042
Florida,Bartow city,45039
Arizona,La Paz Valley CDP,45038
Ohio,Forest village,45035
New Hampshire,Walpole CDP,45034
Colorado,Twin Lakes CDP (Adams County),45032
Florida,Bagdad CDP,45027
Florida,Kensington Park CDP,45020
Pennsylvania,Mount Pleasant borough,45020
Indiana,Madison city,45014
Florida,Zellwood CDP,45012
Alaska,Nenana city,45000
Arizona,Winkelman town,45000
California,Edmundson Acres CDP,45000
California,Sand City city,45000
California,Tehama city,45000
Illinois,Cedarville village,45000
Illinois,Hoffman village,45000
Illinois,Noble village,45000
Illinois,St. Anne village,45000
Indiana,Brooksburg town,45000
Indiana,Fort Branch town,45000
Indiana,Hartsville town,45000
Indiana,Milan town,45000
Iowa,Birmingham city,45000
Iowa,Corydon city,45000
Iowa,Elkader city,45000
Iowa,Gruver city,45000
Iowa,Hawkeye city,45000
Iowa,Pleasant Plain city,45000
Iowa,St. Anthony city,45000
Iowa,Sharpsburg city,45000
Iowa,Thor city,45000
Iowa,Wiota city,45000
Louisiana,McNary village,45000
Minnesota,Elrosa city,45000
Minnesota,Grey Eagle city,45000
Minnesota,Millerville city,45000
Montana,Herron CDP,45000
Montana,Wisdom CDP,45000
Nebraska,Fordyce village,45000
Nevada,Nellis AFB CDP,45000
New York,Brushton village,45000
New York,Gainesville village,45000
New York,Hadley CDP,45000
North Dakota,Bottineau city,45000
Ohio,Buckland village,45000
Ohio,Catawba village,45000
Ohio,Christiansburg village,45000
Ohio,Lucasville CDP,45000
Ohio,Potsdam village,45000
Ohio,Salesville village,45000
Oklahoma,Butler CDP,45000
Oklahoma,Drummond town,45000
Pennsylvania,Laurel Run borough,45000
Pennsylvania,Oakland borough,45000
Pennsylvania,Valencia borough,45000
Pennsylvania,Wall borough,45000
South Dakota,Emery city,45000
Tennessee,Centertown town,45000
Texas,Burnet city,45000
Texas,China city,45000
Texas,Cool city,45000
Texas,Laguna Park CDP,45000
Texas,Lovelady city,45000
Utah,Garden City town,45000
Virginia,Boykins town,45000
Washington,Albion town,45000
New York,Johnstown city,44989
South Carolina,Florence city,44989
Florida,Kathleen CDP,44984
Iowa,Evansdale city,44984
Ohio,West Milton village,44984
Illinois,West Peoria city,44978
Iowa,Sac City city,44972
Florida,Cypress Lake CDP,44953
Mississippi,Richland city,44947
North Carolina,Asheville city,44946
South Dakota,Freeman city,44946
South Dakota,Huron city,44941
Oregon,White City CDP,44940
Kentucky,Calvert City city,44939
Alabama,Reece City town,44938
North Dakota,Grafton city,44926
Idaho,Filer city,44925
Illinois,Grandview village,44922
Michigan,Whitehall city,44917
Alabama,Sylvania town,44914
California,Cutten CDP,44914
Nebraska,Holdrege city,44914
Indiana,Walton town,44911
Kansas,Harper city,44911
Michigan,Michigamme CDP,44911
Texas,Iowa Park city,44907
California,Fortuna city,44904
Illinois,Bluford village,44904
Michigan,Gladstone city,44898
Ohio,Brookville city,44898
New York,Castile village,44896
Ohio,Venedocia village,44896
West Virginia,Kingwood city,44896
Maine,Pittsfield CDP,44891
Missouri,Crystal City city,44889
Ohio,Lewisburg village,44886
Utah,Torrey town,44886
Indiana,Bourbon town,44881
Ohio,La Croft CDP,44879
Arkansas,Little Flock city,44876
North Carolina,Moravian Falls CDP,44875
Arizona,Show Low city,44874
California,Foothill Farms CDP,44871
Kansas,Burlington city,44869
New York,Marion CDP,44866
Delaware,Magnolia town,44861
Florida,Sopchoppy city,44861
Indiana,Holland town,44861
New York,Antwerp village,44861
Texas,Florence city,44861
Wisconsin,Green Lake city,44861
Oregon,Eugene city,44859
California,North Lakeport CDP,44856
Arkansas,Springdale city,44854
New Jersey,Audubon Park borough,44850
Montana,Forsyth city,44848
Massachusetts,Webster CDP,44846
Maryland,Rawlings CDP,44844
Nebraska,Phillips village,44844
New York,Morris village,44844
Texas,Rogers town,44844
Nevada,Paradise CDP,44841
Nebraska,St. Paul city,44837
Nebraska,Lexington city,44834
Alabama,Adamsville city,44833
Iowa,Arnolds Park city,44833
Maryland,Potomac Park CDP,44833
Michigan,Luna Pier city,44833
Ohio,Arlington village,44830
California,Sierra Village CDP,44828
Texas,Sweeny city,44825
California,Manchester CDP,44821
Illinois,Ipava village,44821
Iowa,Colfax city,44821
Kentucky,White Plains city,44821
Nebraska,Garland village,44821
Texas,Borger city,44821
California,Terminous CDP,44808
Michigan,Westland city,44808
Minnesota,Wykoff city,44808
New Jersey,Keansburg borough,44808
Texas,East Alto Bonito CDP,44808
North Carolina,Swansboro town,44805
Idaho,Malta city,44792
Illinois,Blandinsville village,44792
Missouri,Fair Grove city,44792
Montana,Noxon CDP,44792
New York,Nelliston village,44792
New York,Romulus CDP,44792
Pennsylvania,Trainer borough,44792
Utah,Joseph town,44792
Michigan,Dundee village,44788
Illinois,Toulon city,44783
Kansas,McLouth city,44779
Minnesota,Kerkhoven city,44779
Montana,Broadus town,44779
Nebraska,Albion city,44779
Texas,Graford city,44779
Florida,Union Park CDP,44774
Illinois,Wyanet village,44773
Pennsylvania,Fernville CDP,44766
New Mexico,San Jose CDP (San Miguel County),44760
Illinois,Waverly city,44758
Indiana,North Terre Haute CDP,44758
Idaho,Heyburn city,44753
Washington,Port Townsend city,44753
Alaska,Buckland city,44750
Arizona,Wagon Wheel CDP,44750
Arkansas,Franklin town,44750
Colorado,Coal Creek town,44750
Georgia,Hamilton city,44750
Illinois,Xenia village,44750
Indiana,Churubusco town,44750
Indiana,Moores Hill town,44750
Iowa,Keswick city,44750
Minnesota,Darwin city,44750
Minnesota,Rushford city,44750
Missouri,Conception Junction town,44750
Pennsylvania,Penn borough,44750
Texas,Fairfield city,44750
Wisconsin,Wyeville village,44750
Hawaii,Mountain View CDP,44741
Kentucky,Shelbyville city,44739
Arkansas,Siloam Springs city,44735
Georgia,Demorest city,44732
Michigan,Harbor Springs city,44732
New York,Ellenville village,44732
Pennsylvania,Bath borough,44728
Michigan,Romulus city,44727
Pennsylvania,Clifton Heights borough,44727
Illinois,East Alton village,44722
Iowa,Fredonia city,44722
New Mexico,Gila CDP,44722
Ohio,Minerva village,44722
South Carolina,Ridgeway town,44722
Maine,Oxford CDP,44719
Illinois,Park Forest village,44713
Tennessee,Algood city,44712
Tennessee,Townsend city,44712
Ohio,Canal Fulton city,44711
Indiana,Daleville town,44706
Wisconsin,Bonduel village,44702
California,Bear Valley CDP (Mariposa County),44688
Georgia,Dillard city,44688
Illinois,Camp Point village,44688
Illinois,Rankin village,44688
Indiana,Bass Lake CDP,44688
Iowa,Ladora city,44688
Iowa,Lewis city,44688
Michigan,Gobles city,44688
Minnesota,Avoca city,44688
Minnesota,Pease city,44688
North Carolina,Bear Grass town,44688
Ohio,Hanoverton village,44688
Pennsylvania,Strodes Mills CDP,44688
South Carolina,Troy town,44688
South Dakota,Mount Vernon city,44688
West Virginia,Paden City city,44688
Wisconsin,Waumandee CDP,44688
South Carolina,Hardeeville city,44682
Texas,Taylor city,44681
Wisconsin,Delavan city,44680
Minnesota,Le Center city,44679
Indiana,Warren town,44676
Kansas,Frankfort city,44674
Iowa,Emmetsburg city,44672
Georgia,Chattanooga Valley CDP,44671
New Mexico,Nambe CDP,44671
Pennsylvania,Faxon CDP,44669
New Jersey,Phillipsburg town,44660
Pennsylvania,Chalfant borough,44659
Utah,Duchesne city,44659
Washington,White Swan CDP,44659
Ohio,Heath city,44656
Pennsylvania,Latrobe borough,44656
Washington,Midland CDP,44652
California,Caruthers CDP,44649
Colorado,Ellicott CDP,44643
Illinois,El Dara village,44643
Indiana,Hatfield CDP,44643
Iowa,Stanhope city,44643
Ohio,Craig Beach village,44643
Pennsylvania,Landisburg borough,44643
South Dakota,Timber Lake city,44643
Washington|Sedro,Sedro-Woolley city,44643
North Dakota,Grand Forks AFB CDP,44637
Illinois,Mendota city,44625
Iowa,Dumont city,44625
Missouri,Vandiver village,44625
Nebraska,Bassett city,44620
Iowa,Akron city,44615
Iowa,Dakota City city,44615
Iowa,Griswold city,44615
New Jersey,Brookfield CDP,44615
New Mexico,El Valle de Arroyo Seco CDP,44615
Pennsylvania,Etna borough,44615
Texas,Seagraves city,44613
Pennsylvania,East Rochester borough,44609
South Carolina,Camden city,44609
Utah,Fillmore city,44609
Oklahoma,Lexington city,44605
Texas,Hardin city,44605
New Hampshire,Meredith CDP,44600
Pennsylvania,Mifflinville CDP,44591
Texas,Hitchcock city,44588
Alabama,Geiger town,44583
Alabama,Theodore CDP,44583
California,Valley Acres CDP,44583
Colorado,Brookside town,44583
Colorado,Lake City town,44583
Georgia,Pendergrass town,44583
Illinois,Chrisman city,44583
Illinois,Latham village,44583
Illinois,Naples town,44583
Indiana,Bloomingdale town,44583
Kansas,Mullinville city,44583
Kansas,Sharon city,44583
Louisiana,Goldonna village,44583
Michigan,Eau Claire village,44583
Minnesota,Fairfax city,44583
Minnesota,Rushmore city,44583
Missouri,Dellwood city,44583
Nebraska,Bladen village,44583
Nebraska,Otoe village,44583
Nebraska,Stella village,44583
Ohio,Cloverdale village,44583
Oklahoma,Liberty CDP,44583
Oklahoma,Lone Wolf town,44583
Oklahoma,Sterling town,44583
Pennsylvania,Lawson Heights CDP,44583
Pennsylvania,Rome borough,44583
South Carolina,North Hartsville CDP,44583
South Dakota,Oldham city,44583
Texas,Poynor town,44583
Washington,Centerville CDP,44583
New York,Frankfort village,44575
California,Redding city,44573
Florida,Clearwater city,44569
Idaho,Driggs city,44565
Ohio,Parma Heights city,44564
Minnesota,Marshall city,44561
Indiana,Culver town,44559
Mississippi,Tunica town,44559
Pennsylvania,Cumbola CDP,44559
Wisconsin,Sextonville CDP,44559
Illinois,Aledo city,44557
Alabama,Hollins CDP,44556
Nebraska,Randolph city,44554
Oregon,Dillard CDP,44554
Arkansas,Caraway city,44550
Michigan,Cement City village,44545
Illinois,Effingham city,44536
Arizona,Padre Ranchitos CDP,44531
Iowa,Liscomb city,44531
Montana,Simms CDP,44531
Nebraska,Wallace village,44531
Pennsylvania,Hydetown borough,44531
Ohio,Delphos city,44528
Michigan,Swartz Creek city,44525
Missouri,Lemay CDP,44520
Iowa,Ainsworth city,44519
Iowa,Missouri Valley city,44519
Montana,Savage CDP,44519
Pennsylvania,Yatesville borough,44519
Ohio,Williamsdale CDP,44516
Iowa,Fremont city,44514
Iowa,Vail city,44514
Texas,Combes town,44512
Illinois,Dolton village,44511
Texas,Kingsbury CDP,44509
Texas,Tyler city,44507
New York,Arlington CDP,44505
Georgia,Carl town,44500
Illinois,West Point village,44500
Iowa,McCallsburg city,44500
Kansas,Bendena CDP,44500
Minnesota,Wood Lake city,44500
Missouri,Harrisburg town,44500
Missouri,Smithton city,44500
Nebraska,Thurston village,44500
Texas,Chico city,44500
Texas,Milford town,44500
Texas,Montague CDP,44500
Utah,Lyman town,44500
Nevada,Mesquite city,44498
New Jersey,Silver Lake CDP (Essex County),44497
New Hampshire,Franklin city,44490
Ohio,Ottawa village,44487
Nebraska,Creighton city,44485
Texas,Byers city,44485
Texas,Goldthwaite city,44485
Wisconsin,Seymour city,44483
Pennsylvania,Annville CDP,44470
Texas,Galena Park city,44467
Alaska,Noatak CDP,44464
Florida,Clewiston city,44464
Missouri,Conception CDP,44464
North Carolina,Hudson town,44464
Wisconsin,Hillsboro city,44464
Iowa,Washington city,44462
New York,South Glens Falls village,44460
South Dakota,Mobridge city,44458
Illinois,Vandalia city,44455
Louisiana,Montgomery town,44453
Oklahoma,McLoud city,44453
Oklahoma,Perry city,44453
Illinois,Bement village,44450
Indiana,Fort Wayne city,44449
California,Magalia CDP,44446
Colorado,Victor city,44444
Indiana,Orestes town,44444
North Carolina,Bailey town,44444
Pennsylvania,Harwick CDP,44444
Washington,Bellingham city,44441
Texas,Elmendorf city,44438
Missouri,Tuscumbia town,44432
North Carolina,Northwest city,44432
Oklahoma,South Coffeyville town,44432
Washington,Loon Lake CDP,44432
West Virginia,Glasgow town,44432
New Mexico,Cannon AFB CDP,44427
Florida,Fountainebleau CDP,44424
Maryland,Union Bridge town,44423
Missouri,Independence city,44415
Arkansas,Lonoke city,44410
Arizona,Sun City West CDP,44409
Washington,Entiat city,44408
Wisconsin,Sheboygan city,44406
Iowa,Sigourney city,44400
Florida,Tamarac city,44399
Michigan,Harvey CDP,44397
Georgia,Ludowici city,44396
Florida,Dixonville CDP,44395
Iowa,Bellevue city,44395
Pennsylvania,Brookville borough,44395
Pennsylvania,Pymatuning Central CDP,44395
California,Grizzly Flats CDP,44390
Ohio,Mingo Junction village,44387
Colorado,Fort Morgan city,44383
California,Inglewood city,44377
Arizona,Lake Havasu City city,44376
Alabama,Eclectic town,44375
Alaska,Nightmute city,44375
Arizona,Oak Springs CDP,44375
Georgia,Arnoldsville city,44375
Illinois,Bellmont village,44375
Illinois,Foosland village,44375
Illinois,Golden village,44375
Indiana,Larwill town,44375
Indiana,St. Paul town,44375
Indiana,Sulphur Springs town,44375
Iowa,Fort Atkinson city,44375
Iowa,Rock Falls city,44375
Iowa,Yale city,44375
Kansas,Abbyville city,44375
Kansas,Kickapoo Tribal Center CDP,44375
Kansas,Long Island city,44375
Kentucky,Belleview CDP,44375
Louisiana,New Llano town,44375
Michigan,Boon CDP,44375
Minnesota,Clarkfield city,44375
Minnesota,Heron Lake city,44375
Minnesota,Roosevelt city,44375
Minnesota,Watkins city,44375
Missouri,Ginger Blue village,44375
Missouri,Linn Creek city,44375
Montana,Plevna town,44375
Nebraska,Anselmo village,44375
Nebraska,Callaway village,44375
Nebraska,Genoa city,44375
Nebraska,Royal village,44375
New York,Hunt CDP,44375
New York,Millport village,44375
North Dakota,Benedict city,44375
North Dakota,Sheyenne city,44375
North Dakota,White Shield CDP,44375
Ohio,Rocky Ridge village,44375
Oklahoma,Earlsboro town,44375
Oklahoma,Wakita town,44375
Pennsylvania,Allensville CDP,44375
Pennsylvania,Cherry Valley borough,44375
Pennsylvania,Elderton borough,44375
Pennsylvania,Greensboro borough,44375
Pennsylvania,Irwin borough,44375
Pennsylvania,Spartansburg borough,44375
Texas,Adrian city,44375
Texas,Liverpool city,44375
Virginia,Glade Spring town,44375
Washington,Port Gamble Tribal Community CDP,44375
Wisconsin,Alma Center village,44375
Wisconsin,Chief Lake CDP,44375
Wisconsin,Eland village,44375
Wisconsin,Steuben village,44375
Kansas,Goodland city,44360
Idaho,Twin Falls city,44351
Florida,Belleair Bluffs city,44350
New York,Rome city,44348
Iowa,Northwood city,44345
Minnesota,Lauderdale city,44345
Texas,Amherst city,44342
Wisconsin,Embarrass village,44338
Ohio,Woodmere village,44333
Pennsylvania,Pocono Ranch Lands CDP,44333
Tennessee,McEwen city,44333
South Dakota,Spearfish city,44330
Virginia,Sandston CDP,44330
Arizona,Fort Mohave CDP,44327
Florida,Astatula town,44327
Iowa,Coon Rapids city,44327
Texas,Redwater city,44327
Michigan,Greilickville CDP,44324
Iowa,Cresco city,44318
Minnesota,Emmons city,44318
New York,Au Sable Forks CDP,44318
Georgia,Adairsville city,44314
Ohio,Kingston village,44313
Maine,Fryeburg CDP,44310
Pennsylvania,Grove City borough,44310
Nebraska,Crete city,44308
Kansas,Rolla city,44306
Pennsylvania,Eddystone borough,44306
Texas,Longview city,44304
Hawaii,Hana CDP,44300
Nevada,Indian Springs CDP,44293
Alabama,Dunnavant CDP,44286
Indiana,Poseyville town,44286
Iowa,Alden city,44286
Minnesota,Buhl city,44286
New York,Hailesboro CDP,44286
Ohio,Mount Pleasant village,44286
South Carolina,Livingston town,44286
Texas,Burke city,44286
Wisconsin,Haugen village,44286
New York,Le Roy village,44279
Georgia,Winder city,44276
Iowa,Humboldt city,44276
Minnesota,Murdock city,44276
Oklahoma,Hartshorne city,44276
Ohio,Reading city,44271
Pennsylvania,Collinsburg CDP,44271
North Carolina,Monroe city,44267
Arkansas,Caddo Valley town,44265
Maryland,Baltimore city,44262
Alabama,New Brockton town,44261
Iowa,Osceola city,44261
West Virginia,Stonewood city,44261
Illinois,Lewistown city,44259
Colorado,Green Mountain Falls town,44250
Illinois,Woodland village,44250
Iowa,Hopkinton city,44250
Kansas,Americus city,44250
Minnesota,Ogema city,44250
Minnesota,Williams city,44250
Pennsylvania,Stockdale borough,44250
Texas,Weir city,44250
Wyoming,Fort Washakie CDP,44250
Michigan,Eastpointe city,44240
Georgia,Statham city,44239
Pennsylvania,Lilly borough,44239
Maryland,Bladensburg town,44236
Minnesota,Starbuck city,44236
Ohio,Rockford village,44236
Texas,Brazoria city,44235
Florida,Flagler Estates CDP,44231
Indiana,Morristown town,44231
Iowa,Corning city,44231
Ohio,Green Springs village,44231
Texas,Nocona Hills CDP,44231
Oregon,Woodburn city,44228
Mississippi,Seminary town,44226
Texas,Knox City town,44226
Texas,Plainview city,44221
Iowa,Frederika city,44219
Maryland,San Mar CDP,44219
Michigan,Centreville village,44219
Missouri,Hawk Point city,44219
Texas,Coyanosa CDP,44219
Arizona,Yuma city,44216
Washington,Manson CDP,44215
Kansas,Wilroads Gardens CDP,44211
Minnesota,Morris city,44208
Illinois,Rochelle city,44205
Minnesota,Cambridge city,44205
South Carolina,South Congaree town,44205
Wisconsin,Emerald CDP,44205
Delaware,Dover Base Housing CDP,44202
Kansas,Oakley city,44201
Florida,Greensboro town,44196
Minnesota,Blue Earth city,44196
Pennsylvania,Berlin borough,44196
Texas,Grandview city,44193
Ohio,Paulding village,44191
Kansas,Clay Center city,44190
Illinois,Round Lake Park village,44185
Illinois,Ingalls Park CDP,44183
Arkansas,Mayflower city,44180
Florida,Port Salerno CDP,44180
Pennsylvania,Norristown borough,44168
Alabama,Newton town,44167
Indiana,Fairmount town,44167
Iowa,Farragut city,44167
Kansas,Little River city,44167
Minnesota,Ellsworth city,44167
Minnesota,Freeborn city,44167
Minnesota,Rothsay city,44167
Missouri,Corder city,44167
Ohio,Wayne village,44167
Pennsylvania,East Bangor borough,44167
Pennsylvania,Northern Cambria borough,44167
Pennsylvania,Pillow borough,44167
Pennsylvania,Saxonburg borough,44167
South Dakota,Pukwana town,44167
Virginia,Chatham town,44167
Wisconsin,Oxford village,44167
North Carolina,Manteo town,44153
California,Sun Village CDP,44151
Florida,Pea Ridge CDP,44148
Maryland,Carlos CDP,44148
Iowa,Waterloo city,44146
Minnesota,Winnebago city,44145
Oregon,Four Corners CDP,44144
Illinois,Clinton city,44143
Indiana,Seymour city,44143
Minnesota,Alexandria city,44140
Wyoming,Story CDP,44138
Alabama,Leesburg town,44135
Ohio,Bay View village,44135
Illinois,Carrollton city,44133
Oregon,Medford city,44130
Illinois,Maywood village,44126
Idaho,Blackfoot city,44125
Oklahoma,Copan town,44125
Pennsylvania,Linesville borough,44125
Oregon,Redmond city,44121
Pennsylvania,Ridgway borough,44120
Rhode Island,Pawtucket city,44120
Illinois,West York CDP,44118
Michigan,Indian River CDP,44118
Texas,Abilene city,44108
Illinois,Nilwood town,44107
Kansas,Holton city,44107
Minnesota,Halstad city,44107
Texas,Marfa city,44107
Florida,Daytona Beach Shores city,44102
Missouri,Oregon city,44100
Illinois,Orangeville village,44097
Pennsylvania,Blanchard CDP,44097
Ohio,Burton village,44091
Oklahoma,Amber town,44091
Oklahoma,Old Green CDP,44091
Texas,Malone town,44091
Virginia,Mathews CDP,44082
Florida,Sorrento CDP,44068
Pennsylvania,Port Vue borough,44068
Pennsylvania,McDonald borough,44067
California,Scotia CDP,44063
Georgia,Climax city,44063
Illinois,Keensburg village,44063
Illinois,Raritan village,44063
Illinois,Winchester city,44063
Indiana,Orland town,44063
Iowa,Albert City city,44063
Iowa,Conrad city,44063
Missouri,La Russell city,44063
Missouri,McKittrick town,44063
New Mexico,Edith Endave CDP,44063
North Carolina,St. Helena village,44063
Ohio,Chesterville village,44063
Ohio,Laura village,44063
Oklahoma,Cheyenne town,44063
Oklahoma,Gerty town,44063
Oklahoma,Ratliff City town,44063
Pennsylvania,Locustdale CDP,44063
South Dakota,Armour city,44063
South Dakota,Bryant city,44063
Texas,Kirby city,44063
Texas,Pampa city,44063
Texas,Teague city,44063
Wisconsin,Boulder Junction CDP,44063
Illinois,Burnham village,44048
Kentucky,Summer Shade CDP,44048
Colorado,Edgewater city,44046
Colorado,Stratton town,44044
Oregon,Deer Island CDP,44044
Virginia,Shenandoah town,44043
California,Armona CDP,44038
Ohio,McKinley Heights CDP,44038
South Dakota,Delmont city,44038
New York,Galeville CDP,44035
Mississippi,D'Iberville city,44030
Arkansas,Garner town,44028
Nebraska,North Loup village,44028
Ohio,Jamestown village,44028
Alabama,Citronelle city,44026
North Carolina,Eastover town,44025
Michigan,Warren city,44017
Delaware,Greenwood town,44013
Virginia,Verona CDP,44012
Virginia,Vinton town,44012
Indiana,Ligonier city,44009
Florida,Orlando city,44007
New York,Seneca Falls CDP,44006
California,Colfax city,44004
Georgia,Ila city,44000
Illinois,Manlius village,44000
Indiana,Little York town,44000
Iowa,Parkersburg city,44000
Maine,Southwest Harbor CDP,44000
Michigan,Stanwood village,44000
Missouri,Levasy city,44000
North Dakota,Minnewaukan city,44000
Ohio,Gilboa village,44000
Ohio,Philo village,44000
Ohio,Racine village,44000
Pennsylvania,Delano CDP,44000
Pennsylvania,Herndon borough,44000
Pennsylvania,Slovan CDP,44000
Vermont,Graniteville CDP,44000
Texas,Wichita Falls city,43997
Iowa,West Union city,43992
West Virginia,Boomer CDP,43988
Missouri,Union city,43985
South Dakota,Mitchell city,43983
South Carolina,Easley city,43981
Indiana,Kirklin town,43977
Missouri,Freeburg village,43977
Wisconsin,Dresser village,43977
Florida,Pasadena Hills CDP,43974
Virginia,Stanleytown CDP,43971
California,Colton city,43966
California,Country Club CDP,43964
Oklahoma,Sapulpa city,43961
Wisconsin,Oshkosh city,43960
Arkansas,Oppelo city,43958
Illinois,Cabery village,43958
Iowa,Harlan city,43958
Minnesota,Plummer city,43958
Nebraska,Wisner city,43958
North Dakota,Lidgerwood city,43958
Ohio,Damascus CDP,43958
Ohio,Stony Prairie CDP,43958
Pennsylvania,Chester Hill borough,43958
Wyoming,Thayne town,43958
California,Taft Heights CDP,43945
Nebraska,Petersburg village,43942
North Carolina,Cherryville city,43942
Oklahoma,Wellston town,43942
Kentucky,Rolling Hills city,43938
Georgia|Cusseta,Cusseta-Chattahoochee County unified government,43929
Kansas,Cedar Vale city,43929
North Carolina,Askewville town,43929
North Dakota,Hillsboro city,43929
North Dakota,Wing city,43929
Oregon,Corvallis city,43922
Ohio,Bradner village,43920
Pennsylvania,South Connellsville borough,43920
Oregon,Astoria city,43919
Illinois,Earlville city,43917
Colorado,Lincoln Park CDP,43909
California,Reedley city,43907
California,Hat Creek CDP,43906
Louisiana,Kraemer CDP,43906
Pennsylvania,West Middlesex borough,43906
Pennsylvania,Williamsburg borough,43900
Florida,Greenacres city,43894
Alaska,Seldovia city,43889
Illinois,Dunfermline village,43889
Iowa,Walnut city,43889
Michigan,Allendale CDP,43889
Oklahoma,Adair town,43889
South Dakota,Martin city,43889
Ohio,Riverside city,43888
Illinois,Dixmoor village,43882
North Carolina,Fayetteville city,43882
Texas,Buffalo city,43882
Michigan,Stockbridge village,43875
Ohio,Northbrook CDP,43875
Oklahoma,Dale CDP,43875
South Dakota,Altamont town,43875
Indiana,Scottsburg city,43870
Maine,South Windham CDP,43869
Pennsylvania,Wilcox CDP,43869
New York,Oriskany village,43867
Illinois,Sparland village,43864
Pennsylvania,Enhaut CDP,43864
South Carolina,Utica CDP,43864
West Virginia,Mullens city,43864
Tennessee,Springfield city,43862
North Carolina,Piney Green CDP,43859
North Carolina,Wilmington city,43855
Ohio,Defiance city,43855
Illinois,Watson village,43854
Minnesota,Coleraine city,43850
California,Lynwood city,43848
Minnesota,Willmar city,43846
Ohio,Sherwood village,43846
Utah,Moab city,43844
Florida,St. Augustine Shores CDP,43842
Mississippi,Ashland town,43839
Rhode Island,Wyoming CDP,43833
Iowa,Greenfield city,43832
Texas,Aransas Pass city,43832
New Jersey,Elizabeth city,43831
Montana,Fairfield town,43828
Texas,Val Verde Park CDP,43827
Indiana,Owensburg CDP,43824
Ohio,Edgerton village,43824
Texas,South Point CDP,43821
Indiana,Goshen city,43820
Ohio,Smithfield village,43819
Iowa,Clarinda city,43814
Minnesota,Mankato city,43808
Arizona,Prescott Valley town,43801
Pennsylvania,Springdale borough,43800
Missouri,Overland city,43799
Minnesota,Spring Valley city,43795
West Virginia,Charlton Heights CDP,43793
Texas,Cienegas Terrace CDP,43792
Texas,Hearne city,43786
California,Olivehurst CDP,43781
Texas,Ennis city,43774
California,Nevada City city,43770
Idaho,Coeur d'Alene city,43770
Mississippi,Pearl city,43766
Florida,Palm Bay city,43765
