state_name,city,medianHouseholdIncome
Kentucky,Harrodsburg city,31794
New York,Fort Plain village,31792
Tennessee,Covington city,31791
California,Ballico CDP,31786
Illinois,Kilbourne village,31786
Kansas,Niotaze city,31786
Minnesota,Clinton city,31786
Pennsylvania,Marlin CDP,31786
Vermont,Cabot CDP,31786
Colorado,Pagosa Springs town,31782
West Virginia,Point Pleasant city,31778
Arkansas,Fredonia (Biscoe) town,31776
California,Fairmead CDP,31773
Mississippi,Mount Olive town,31771
South Carolina,Russellville CDP,31769
Florida,Altha town,31765
Illinois,St. Francisville city,31765
Arizona,Summit CDP,31763
North Carolina,Balfour CDP,31763
Mississippi,Utica town,31761
Kansas,Herington city,31757
Pennsylvania,Sharon city,31757
Florida,Homosassa Springs CDP,31754
Kentucky,West Buechel city,31754
Alabama,Billingsley town,31750
Florida,Lee town,31750
Mississippi,Union town,31750
Montana,Kevin town,31750
New York,Hammond village,31750
Ohio,Athalia village,31750
Ohio,Beallsville village,31750
South Dakota,Eureka city,31750
Washington,Amanda Park CDP,31750
West Virginia,Delbarton town,31750
Arizona,San Luis city,31743
Ohio,Lockland village,31742
West Virginia,Weston city,31739
South Carolina,Berea CDP,31738
Florida,Gifford CDP,31736
Missouri,Walnut Grove city,31736
Illinois,Coffeen city,31731
Iowa,Millerton city,31723
Alabama,Bakerhill town,31719
Oklahoma,Rush Springs town,31719
Virginia,Martinsville city,31719
Ohio,Buffalo CDP,31713
Tennessee,Paris city,31711
Michigan,Mount Pleasant city,31710
Georgia,Soperton city,31705
Pennsylvania,Tidioute borough,31705
Alabama,Bear Creek town,31700
Arizona,Salome CDP,31698
North Carolina,Rockingham city,31698
Texas,Troup city,31696
Kentucky,Springfield city,31691
Texas,Honey Grove city,31691
Tennessee,Niota city,31688
New York,Rochester city,31684
North Carolina,Light Oak CDP,31683
Oklahoma,Ringling town,31683
South Carolina,Gloverville CDP,31683
South Carolina,Graniteville CDP,31683
Alabama,Newville town,31681
Florida,Ferndale CDP,31681
North Carolina,Biscoe town,31677
Missouri,Poplar Bluff city,31675
Georgia,Thomasville city,31669
Oregon,Prineville city,31669
Alabama,Kinston town,31667
Alaska,Gambell city,31667
Alaska,Port Graham CDP,31667
Georgia,Irwinton city,31667
Georgia,Ranger town,31667
Georgia,Stapleton city,31667
Georgia,Vienna city,31667
Indiana,Matthews town,31667
Iowa,Macksburg city,31667
Iowa,Ralston city,31667
Kansas,Kickapoo Site 5 CDP,31667
Kansas,Zurich city,31667
Louisiana,Baskin village,31667
Missouri,Canalou city,31667
Missouri,Princeton city,31667
Montana,Plains town,31667
Nebraska,Lindy CDP,31667
North Dakota,Great Bend city,31667
Ohio,Neville village,31667
Ohio,New Bloomington village,31667
Ohio,Sardinia village,31667
Oklahoma,Bluejacket town,31667
Oklahoma,Foyil town,31667
Oklahoma,Ramona town,31667
Oklahoma,Wilburton city,31667
South Carolina,Donalds town,31667
South Dakota,Ravinia town,31667
Vermont,Wells River village,31667
West Virginia,Harman town,31667
Wisconsin,Mercer CDP,31667
Wisconsin,Merrillan village,31667
Florida,Coleman city,31657
Louisiana,Marion town,31645
Virginia,Appomattox town,31645
Washington,Ellensburg city,31644
Maine,Dexter CDP,31643
Pennsylvania,Dicksonville CDP,31643
Florida,Miami city,31642
Georgia,Rochelle city,31641
Kansas,Yates Center city,31641
Pennsylvania,Farrell city,31639
Mississippi,Starkville city,31638
New Hampshire,Hinsdale CDP,31635
New York,Alfred village,31635
Oklahoma,Deer Creek town,31635
Ohio|Geneva|on|the,Geneva-on-the-Lake village,31633
Ohio,New Paris village,31633
Florida,Juno Ridge CDP,31625
Mississippi,Hickory Flat town,31625
Texas,Clint town,31625
North Carolina,Grifton town,31622
Texas,Alton city,31621
California,Willow Creek CDP,31620
New Mexico,Questa village,31620
Pennsylvania,State College borough,31618
South Dakota,Edgemont city,31618
Washington,Quilcene CDP,31618
Missouri,Lake Viking CDP,31616
South Carolina,Anderson city,31613
New York,Honeoye CDP,31612
California,Ivanhoe CDP,31611
Arkansas,Evening Shade city,31607
Nebraska,Blue Springs city,31607
Alabama,Sterrett CDP,31603
Tennessee,Fayetteville city,31601
Georgia,Claxton city,31591
Georgia,Ty Ty city,31591
Texas,Lueders city,31591
Wisconsin,Grantsburg village,31591
Indiana,Paoli town,31589
Michigan,Grawn CDP,31589
Indiana,Marion city,31588
Arkansas,Holly Grove city,31583
Tennessee,Adamsville town,31569
West Virginia,White Sulphur Springs city,31568
California,Taft Mosswood CDP,31563
Colorado,Rico town,31563
Illinois,Sailor Springs village,31563
Minnesota,Dalton city,31563
Minnesota,Walters city,31563
Missouri,Holland town,31563
New Mexico,Hernandez CDP,31563
Oregon,Lexington town,31563
Virginia,Stanley town,31563
Wisconsin,Keshena CDP,31563
Pennsylvania,New Castle city,31557
Mississippi,Kilmichael town,31552
Virginia,Calverton CDP,31551
Idaho,Wallace city,31550
Illinois,Kansas village,31538
Pennsylvania,Nemacolin CDP,31537
North Carolina,Madison town,31535
Iowa,Smithland city,31528
Missouri,Humphreys village,31528
North Carolina,Teachey town,31528
Washington,Elma city,31528
Pennsylvania,Douglassville CDP,31525
California,Gerber CDP,31522
South Carolina,McBee town,31522
West Virginia,Ripley city,31522
North Carolina,Franklin town,31519
North Carolina,Franklinville town,31518
Texas,Dilley city,31518
Texas,McLean town,31518
Idaho,Grand View city,31513
South Carolina,Westminster city,31510
Arkansas,Glenwood city,31505
Arizona,Golden Valley CDP,31504
Alaska,Hydaburg city,31500
Arizona,Teec Nos Pos CDP,31500
Arkansas,Leola town,31500
Arkansas,Watson city,31500
Illinois,Crossville village,31500
Iowa,North Buena Vista city,31500
Louisiana,Robeline village,31500
Minnesota,Manhattan Beach city,31500
Missouri,Unity Village village,31500
Ohio,Adamsville village,31500
Oklahoma,Flint Creek CDP,31500
South Dakota,Grenville town,31500
Georgia,West Point city,31489
Michigan,Gladwin city,31486
Florida,Washington Park CDP,31484
Nebraska,Trenton village,31484
Tennessee,Luttrell town,31484
Texas,Pelican Bay city,31484
New York,Altona CDP,31477
Ohio,Frankfort village,31477
Texas,Jasper city,31474
Louisiana,New Sarpy CDP,31464
Mississippi,Philadelphia city,31462
Virginia,Radford city,31457
Pennsylvania,Stroudsburg borough,31453
Tennessee,Bolivar city,31449
New Mexico,Oasis CDP,31442
Texas,Olton city,31442
Oklahoma,Eufaula city,31441
Mississippi,Belmont town,31440
Texas,Jacinto City city,31440
California,Laytonville CDP,31439
Illinois,Riverdale village,31438
Utah,Elberta CDP,31438
Virginia,University of Virginia CDP,31433
Alabama,Pinckard town,31429
Kentucky,Jeffersonville city,31429
Michigan,Vandalia village,31429
Ohio,West Millgrove village,31429
South Dakota,Toronto town,31429
Tennessee,Spencer town,31429
West Virginia,Capon Bridge town,31429
Missouri,Lebanon city,31425
Mississippi,Ripley city,31422
Texas,Muniz CDP,31419
Ohio,New Marshfield CDP,31417
New Mexico,Cubero CDP,31414
Illinois,Gladstone village,31406
Oklahoma,Ketchum town,31406
Texas,Marietta town,31406
Mississippi,Toomsuba CDP,31404
Ohio,Carbon Hill CDP,31400
Oklahoma,Holdenville city,31400
South Carolina,Orangeburg city,31400
South Carolina,Lancaster city,31398
California,Dobbins CDP,31397
Ohio,Harrisville village,31397
California,Gazelle CDP,31389
Florida,Ponce de Leon town,31389
Kentucky,Cerulean CDP,31389
Tennessee,Darden CDP,31389
Texas,Ivanhoe city,31389
West Virginia,Grant Town town,31389
South Carolina,Lake City city,31387
Washington,Moses Lake North CDP,31387
Florida,South Brooksville CDP,31383
California,Woodville CDP,31375
Minnesota,Deer Creek city,31375
Mississippi,Beaumont town,31375
Indiana,Muncie city,31373
Kentucky,Franklin city,31367
Tennessee,Dayton city,31365
Georgia,Woodville city,31364
Ohio,Nashville village,31364
Michigan,Port Austin village,31359
Arizona,Lukachukai CDP,31354
Oklahoma,Comanche city,31354
Idaho,Weiser city,31343
New York,Penn Yan village,31342
Illinois,Lomax village,31339
Kentucky,East Bernstadt CDP,31339
California,Corning city,31333
South Carolina,South Sumter CDP,31331
Colorado,Limon town,31328
Washington,Neah Bay CDP,31328
Arkansas,DeWitt city,31327
Kentucky,Irvington city,31321
Missouri,Verona town,31319
Florida,Campbell CDP,31314
California,Bystrom CDP,31311
Louisiana,Glenmora town,31307
Washington,Newport city,31307
Texas,Huntsville city,31306
Michigan,Reed City city,31304
Virginia,Kilmarnock town,31303
California,Parklawn CDP,31302
Michigan,Imlay City city,31287
Michigan,Inkster city,31285
New Mexico,Cañon CDP,31279
Florida,Perry city,31277
Missouri,Piedmont city,31271
Mississippi,Helena CDP,31270
Oklahoma,Pawhuska city,31269
Georgia,Albany city,31263
Alabama,Russellville city,31262
Tennessee,Morristown city,31259
Indiana,Bloomington city,31254
Alabama,Belk town,31250
Alabama,Coffee Springs town,31250
Alabama,Faunsdale town,31250
Alabama,Pollard town,31250
Alabama,Rutledge town,31250
Alaska,South Naknek CDP,31250
Alaska,Twin Hills CDP,31250
Arizona,Dripping Springs CDP,31250
Arizona,McNary CDP,31250
Arkansas,Imboden town,31250
Arkansas,Marshall city,31250
Arkansas,Perla town,31250
Arkansas,Roland CDP,31250
Arkansas,South Lead Hill town,31250
Arkansas,Success town,31250
Arkansas,Swifton city,31250
Arkansas,Woodson CDP,31250
California,Cedarville CDP,31250
Colorado,Kim town,31250
Delaware,Delmar town,31250
Florida,Pomona Park town,31250
Georgia,Bronwood town,31250
Georgia,Smithville city,31250
Idaho,Winchester city,31250
Illinois,Bentley town,31250
Illinois,Dana village,31250
Illinois,Norris village,31250
Indiana,Onward town,31250
Iowa,Buck Grove city,31250
Iowa,Dows city,31250
Iowa,McIntire city,31250
Iowa,Varina city,31250
Kansas,Milan city,31250
Kansas,Neosho Falls city,31250
Kansas,White Cloud city,31250
Louisiana,Oakdale city,31250
Maine,Millinocket CDP,31250
Maryland,Henderson town,31250
Michigan,Chatham village,31250
Minnesota,Brookston city,31250
Mississippi,Mize town,31250
Mississippi,Sledge town,31250
Mississippi,White Oak CDP,31250
Missouri,Annada village,31250
Missouri,Bourbon city,31250
Missouri,Buffalo city,31250
Missouri,Downing city,31250
Missouri,Green City city,31250
Missouri,Hermitage city,31250
Missouri,La Belle city,31250
Missouri,La Due village,31250
Missouri,Potosi city,31250
Missouri,St. Francisville CDP,31250
Missouri,Skidmore city,31250
Missouri,Summersville city,31250
Missouri,Syracuse city,31250
Missouri,Triplett city,31250
Missouri,Vista village,31250
Montana,Alberton town,31250
Montana,Dodson town,31250
Montana,Lame Deer CDP,31250
Montana,St. Ignatius town,31250
Nebraska,Broadwater village,31250
Nebraska,Bushnell village,31250
Nebraska,Lewellen village,31250
Nebraska,Morse Bluff village,31250
Nebraska,Page village,31250
Nebraska,Steele City village,31250
New Jersey,Teterboro borough,31250
New Mexico,Elida town,31250
North Carolina,Marshall town,31250
North Carolina,Orrum town,31250
North Carolina,Ramseur town,31250
North Carolina,Trenton town,31250
North Dakota,Esmond city,31250
Ohio,Clarktown CDP,31250
Ohio,Crooksville village,31250
Ohio,Palestine village,31250
Ohio,Summerfield village,31250
Oklahoma,Grayson town,31250
Oklahoma,Millerton town,31250
Oklahoma,Skedee town,31250
Pennsylvania,Atlantic CDP,31250
South Carolina,Bethune town,31250
South Carolina,East Gaffney CDP,31250
South Dakota,Carthage city,31250
South Dakota,Nunda town,31250
Texas,Edroy CDP,31250
Virginia,Keller town,31250
Washington,Endicott town,31250
Washington,Malden town,31250
West Virginia,Benwood city,31250
West Virginia,Flatwoods town,31250
West Virginia,Flemington town,31250
West Virginia,Rand CDP,31250
Wisconsin,Conrath village,31250
Wisconsin,Tilleda CDP,31250
Pennsylvania|Wilkes,Wilkes-Barre city,31248
Arizona|Heber,Heber-Overgaard CDP,31237
Pennsylvania,McKnightstown CDP,31228
Idaho,Challis city,31224
Missouri,Sullivan city,31217
Mississippi,Quitman city,31215
Texas,Benavides city,31213
Pennsylvania,Titusville city,31209
Louisiana,Belle Rose CDP,31200
Georgia,Valdosta city,31199
Iowa,What Cheer city,31198
California,August CDP,31194
Minnesota,Pine City city,31190
Florida,Bowling Green city,31184
North Carolina,Warrenton town,31184
Texas,Waskom city,31183
Alabama,Piedmont city,31181
Arkansas,Lynn town,31181
Louisiana,Longstreet village,31181
Oklahoma,Ravia town,31181
Texas,Edgewater Estates CDP,31181
California,Arcata city,31180
North Carolina,Macclesfield town,31176
Texas,Placedo CDP,31176
Idaho,Murphy CDP,31172
California,Frazier Park CDP,31171
Louisiana,Jeanerette city,31171
Mississippi,Sardis town,31164
Florida,Center Hill city,31163
Tennessee,Ooltewah CDP,31161
Alabama,Crossville town,31157
Tennessee,White Pine town,31156
South Dakota,Vermillion city,31155
Ohio,Tiltonsville village,31154
Virginia,La Crosse town,31154
New Mexico,Portales city,31152
Alabama,Millport town,31150
Oklahoma,Wister town,31150
Arizona,Duncan town,31146
Arkansas,Altus city,31146
Pennsylvania,Charleroi borough,31143
Florida,Archer city,31141
Kansas,Blue Mound city,31141
Alabama,Garden City town,31136
Louisiana,North Hodge village,31136
Mississippi,Mississippi Valley State University CDP,31136
Arizona,Bisbee city,31134
Kentucky,Carlisle city,31133
Missouri,Naylor city,31133
New Mexico,Belen city,31133
Louisiana,Lucky village,31131
Minnesota,Big Falls city,31131
South Dakota,Vale CDP,31131
North Carolina,Lumberton city,31126
Florida,Bronson town,31125
Kansas,Severy city,31125
Montana,Jordan town,31125
Nebraska,Bee village,31125
New York,Rensselaer Falls village,31125
Tennessee,Roan Mountain CDP,31122
Texas,Rosita CDP,31122
Georgia,Camilla city,31121
Oklahoma,Tahlequah city,31119
Hawaii,Waiohinu CDP,31111
Missouri,Holcomb city,31111
Tennessee,Crump city,31111
Virginia,Galax city,31110
Michigan,Deckerville village,31103
Alabama,Jackson city,31096
Ohio,Logan city,31096
Tennessee,Martin city,31095
Arkansas,Scranton city,31094
California,Traver CDP,31094
California,Tulelake city,31094
Colorado,La Jara town,31094
Georgia,Gumbranch city,31094
Georgia,Molena city,31094
Hawaii,Wainaku CDP,31094
Idaho,Bonners Ferry city,31094
Louisiana,Pollock town,31094
Michigan,Marlette city,31094
Minnesota,Ogilvie city,31094
Missouri,Ellsinore city,31094
Missouri,Southwest City town,31094
New Mexico,Rio Lucio CDP,31094
Florida,Williston city,31083
Virginia,Plum Creek CDP,31082
Mississippi,Cleveland city,31079
Arkansas,Jasper city,31071
Colorado,Arriba town,31071
Georgia,Homeland city,31071
Kansas,Alton city,31071
Minnesota,Calumet city,31071
Minnesota,Holland city,31071
Mississippi,Blue Mountain town,31071
Missouri,Phillipsburg village,31071
Texas,Hawk Cove city,31071
Wisconsin,Woodford CDP,31071
Indiana,Odon town,31066
Texas,Rio Grande City city,31066
North Carolina,Lenoir city,31064
Tennessee,Trezevant town,31061
Mississippi,Leland city,31059
Missouri,Rich Hill city,31059
Idaho,Riggins city,31058
Georgia,Willacoochee city,31046
South Carolina,Johnston town,31046
Alabama,Ashland town,31042
Colorado,Nucla town,31042
Florida,Oak Ridge CDP,31042
New York,Hudson city,31042
North Carolina,Spruce Pine town,31039
West Virginia,Sistersville city,31033
North Carolina,Kinston city,31030
Louisiana,Church Point town,31029
Texas,Santa Maria CDP,31029
Louisiana,Amelia CDP,31025
Tennessee,Dresden town,31025
Illinois,Roberts village,31023
Indiana,Dublin town,31023
Oregon,Butte Falls town,31023
Minnesota,Walker city,31019
Florida,South Bradenton CDP,31014
Kentucky,Scottsville city,31010
Tennessee,South Fulton city,31009
California,Point Reyes Station CDP,31005
Oregon,Shady Cove city,31005
Washington,Cheney city,31004
Florida,New Port Richey city,31001
Arkansas,Anthonyville town,31000
Arkansas,Branch city,31000
Florida,East Bronson CDP,31000
Illinois,Joppa village,31000
Montana,Poplar city,31000
New Mexico,North Hurley CDP,31000
Ohio,Port William village,31000
Pennsylvania,Braddock Hills borough,31000
Pennsylvania,Dunlo CDP,31000
Texas,Quanah city,31000
West Virginia,Pennsboro city,31000
Wisconsin,Glidden CDP,31000
Wyoming,Freedom CDP,31000
Washington,Chewelah city,30998
Pennsylvania,Lewistown borough,30993
Texas,Calvert city,30991
New Mexico,Cimarron village,30987
Texas,San Marcos city,30985
Alabama,Napier Field town,30982
South Carolina,Eureka Mill CDP,30980
Texas,Rosebud city,30978
South Carolina,Walhalla city,30973
Georgia,Scotland city,30972
Pennsylvania,Marianna borough,30972
Indiana,Union City city,30971
Tennessee,McKenzie city,30968
California,Freeport CDP,30966
Michigan,Niles city,30963
Texas,Balcones Heights city,30962
Ohio,Lima city,30953
Virginia,Hillsville town,30943
Arkansas,Pine Bluff city,30942
Idaho,Hollister city,30938
Idaho,Huetter city,30938
Illinois,La Rose village,30938
Kentucky,Raywick city,30938
Michigan,Powers village,30938
New Mexico,Mescalero CDP,30938
North Carolina,Chimney Rock Village village,30938
North Carolina,Rhodhiss town,30938
Ohio,Haviland village,30938
Oklahoma,Albany CDP,30938
Oklahoma,Gans town,30938
Oklahoma,Lamar town,30938
New York,Jamestown city,30935
Texas,North Alamo CDP,30934
Wisconsin,Whitewater city,30934
Pennsylvania,Shamokin city,30925
Kansas,Sedan city,30924
Arizona,Tombstone city,30921
Kentucky,Owingsville city,30921
New York,Salamanca city,30921
Oregon,Fossil city,30921
Tennessee,Moscow city,30921
North Carolina,Benson town,30918
Georgia,Shellman city,30917
Ohio,Leesburg village,30913
Missouri|Bel,Bel-Ridge village,30912
Idaho,Kooskia city,30909
New York,Friendship CDP,30909
Pennsylvania,Pitcairn borough,30902
Arkansas,Norman town,30893
Indiana,Tennyson town,30893
Iowa,Dana city,30893
Oklahoma,Bokchito town,30882
Illinois,West City village,30875
Kentucky,Lebanon city,30875
Maine,Norway CDP,30875
Ohio,Higginsport village,30875
Wisconsin,Townsend CDP,30875
Georgia,Fair Oaks CDP,30865
California,Delleker CDP,30855
Mississippi,Prentiss town,30855
Tennessee,South Pittsburg city,30850
Arkansas,Clarksville city,30849
Indiana,Richmond city,30844
North Carolina,Burgaw town,30843
Georgia,Forest Park city,30835
Alabama,Ariton town,30833
Alabama,Brookside town,30833
Alaska,Marshall city,30833
Arizona,Wheatfields CDP,30833
Arkansas,Pineville town,30833
Illinois,Olmsted village,30833
Indiana,Hymera town,30833
Iowa,Garden Grove city,30833
